id,breed
square-2123,square
circle-2007,circle
rectangle-1490,rectangle
trapezoid-741,trapezoid
octagon-356,octagon
circle-109,circle
circle-1878,circle
semi_circle-2423,semi_circle
triangle-381,triangle
pentagon-4308,pentagon
triangle-2207,triangle
pentagon-4947,pentagon
square-6362,square
semi_circle-3052,semi_circle
pentagon-3409,pentagon
rectangle-428,rectangle
quarter_circle-623,quarter_circle
pentagon-3445,pentagon
cross-938,cross
pentagon-3598,pentagon
square-221,square
square-3512,square
pentagon-4515,pentagon
square-5575,square
trapezoid-895,trapezoid
rectangle-3811,rectangle
square-3404,square
semi_circle-4364,semi_circle
circle-155,circle
trapezoid-3494,trapezoid
pentagon-3857,pentagon
square-721,square
rectangle-1190,rectangle
trapezoid-1782,trapezoid
semi_circle-4791,semi_circle
octagon-2919,octagon
pentagon-1640,pentagon
semi_circle-4474,semi_circle
star-2715,star
trapezoid-1368,trapezoid
semi_circle-343,semi_circle
star-271,star
trapezoid-3872,trapezoid
heptagon-719,heptagon
pentagon-3459,pentagon
semi_circle-4271,semi_circle
triangle-2237,triangle
octagon-2493,octagon
star-1669,star
pentagon-2148,pentagon
triangle-4191,triangle
triangle-2387,triangle
octagon-2626,octagon
trapezoid-2925,trapezoid
semi_circle-2811,semi_circle
pentagon-3582,pentagon
octagon-4521,octagon
trapezoid-2636,trapezoid
trapezoid-513,trapezoid
quarter_circle-631,quarter_circle
pentagon-4772,pentagon
rectangle-1725,rectangle
octagon-2710,octagon
heptagon-928,heptagon
hexagon-338,hexagon
square-2564,square
octagon-3178,octagon
square-871,square
semi_circle-2300,semi_circle
heptagon-297,heptagon
quarter_circle-105,quarter_circle
square-996,square
heptagon-1378,heptagon
semi_circle-400,semi_circle
semi_circle-4536,semi_circle
triangle-4339,triangle
heptagon-205,heptagon
trapezoid-4201,trapezoid
triangle-2096,triangle
square-1334,square
square-3472,square
cross-1067,cross
square-4719,square
star-1595,star
octagon-4473,octagon
semi_circle-3930,semi_circle
trapezoid-1224,trapezoid
trapezoid-3382,trapezoid
cross-2010,cross
star-782,star
semi_circle-3375,semi_circle
rectangle-2954,rectangle
circle-1963,circle
quarter_circle-809,quarter_circle
cross-2004,cross
semi_circle-1880,semi_circle
triangle-1329,triangle
square-5834,square
rectangle-1990,rectangle
square-2640,square
star-2725,star
pentagon-3888,pentagon
semi_circle-327,semi_circle
cross-1891,cross
cross-1801,cross
pentagon-4509,pentagon
semi_circle-4363,semi_circle
cross-1520,cross
circle-309,circle
trapezoid-2216,trapezoid
square-393,square
triangle-4266,triangle
trapezoid-3205,trapezoid
octagon-4308,octagon
square-3908,square
cross-962,cross
cross-287,cross
octagon-3673,octagon
pentagon-4634,pentagon
triangle-2976,triangle
cross-888,cross
triangle-3558,triangle
heptagon-1428,heptagon
heptagon-595,heptagon
hexagon-1398,hexagon
pentagon-3223,pentagon
cross-2096,cross
pentagon-1963,pentagon
cross-904,cross
cross-521,cross
pentagon-4705,pentagon
triangle-1145,triangle
octagon-4953,octagon
octagon-3599,octagon
square-1797,square
hexagon-2,hexagon
pentagon-1037,pentagon
octagon-2262,octagon
circle-2142,circle
trapezoid-2977,trapezoid
octagon-3587,octagon
pentagon-680,pentagon
pentagon-2521,pentagon
square-3427,square
pentagon-471,pentagon
square-250,square
hexagon-1041,hexagon
square-200,square
octagon-1288,octagon
rectangle-3064,rectangle
trapezoid-4,trapezoid
star-1550,star
trapezoid-1558,trapezoid
triangle-579,triangle
pentagon-194,pentagon
hexagon-725,hexagon
pentagon-1689,pentagon
hexagon-1163,hexagon
semi_circle-1369,semi_circle
pentagon-1031,pentagon
hexagon-1109,hexagon
pentagon-2620,pentagon
square-2025,square
triangle-3752,triangle
quarter_circle-469,quarter_circle
octagon-4214,octagon
trapezoid-1657,trapezoid
star-3701,star
star-213,star
star-2370,star
quarter_circle-374,quarter_circle
square-4489,square
hexagon-1251,hexagon
triangle-1196,triangle
square-1644,square
triangle-78,triangle
octagon-4675,octagon
heptagon-668,heptagon
star-1247,star
circle-28,circle
rectangle-4012,rectangle
trapezoid-1228,trapezoid
octagon-4762,octagon
triangle-1014,triangle
square-6423,square
octagon-3020,octagon
trapezoid-4576,trapezoid
circle-2080,circle
pentagon-3321,pentagon
cross-1040,cross
square-2059,square
star-1514,star
semi_circle-2727,semi_circle
octagon-4901,octagon
semi_circle-96,semi_circle
triangle-2091,triangle
cross-565,cross
square-4375,square
hexagon-721,hexagon
octagon-2928,octagon
octagon-1402,octagon
circle-1893,circle
trapezoid-1668,trapezoid
circle-667,circle
star-2294,star
triangle-2201,triangle
octagon-4809,octagon
semi_circle-1831,semi_circle
quarter_circle-819,quarter_circle
semi_circle-3489,semi_circle
pentagon-3208,pentagon
square-2137,square
semi_circle-1113,semi_circle
octagon-1102,octagon
triangle-3306,triangle
square-4341,square
square-5807,square
octagon-1568,octagon
pentagon-2421,pentagon
octagon-2108,octagon
square-2413,square
triangle-3869,triangle
octagon-401,octagon
square-5495,square
trapezoid-2566,trapezoid
cross-114,cross
rectangle-4338,rectangle
octagon-2348,octagon
triangle-1982,triangle
trapezoid-1662,trapezoid
semi_circle-188,semi_circle
triangle-3866,triangle
star-1717,star
circle-937,circle
star-974,star
cross-1556,cross
rectangle-5099,rectangle
octagon-464,octagon
semi_circle-4471,semi_circle
circle-1749,circle
triangle-1323,triangle
octagon-2685,octagon
trapezoid-1785,trapezoid
rectangle-2618,rectangle
semi_circle-2428,semi_circle
pentagon-3180,pentagon
cross-2044,cross
pentagon-1150,pentagon
rectangle-3592,rectangle
rectangle-1879,rectangle
square-4037,square
heptagon-1571,heptagon
rectangle-4965,rectangle
square-257,square
semi_circle-2502,semi_circle
trapezoid-2604,trapezoid
semi_circle-2521,semi_circle
octagon-116,octagon
triangle-933,triangle
semi_circle-2873,semi_circle
trapezoid-4346,trapezoid
semi_circle-1620,semi_circle
triangle-724,triangle
cross-1560,cross
square-987,square
rectangle-2722,rectangle
pentagon-3018,pentagon
triangle-1932,triangle
square-2483,square
semi_circle-3302,semi_circle
octagon-4459,octagon
octagon-1199,octagon
octagon-3070,octagon
semi_circle-2253,semi_circle
semi_circle-489,semi_circle
triangle-2765,triangle
trapezoid-2052,trapezoid
hexagon-131,hexagon
semi_circle-1933,semi_circle
triangle-2020,triangle
rectangle-804,rectangle
hexagon-597,hexagon
rectangle-2824,rectangle
rectangle-180,rectangle
triangle-3898,triangle
circle-1768,circle
semi_circle-4200,semi_circle
circle-516,circle
rectangle-2161,rectangle
quarter_circle-760,quarter_circle
octagon-4255,octagon
triangle-1687,triangle
cross-714,cross
rectangle-3737,rectangle
pentagon-1310,pentagon
octagon-321,octagon
trapezoid-1370,trapezoid
hexagon-757,hexagon
triangle-2275,triangle
octagon-4844,octagon
octagon-2822,octagon
cross-1895,cross
star-3258,star
cross-344,cross
trapezoid-4358,trapezoid
trapezoid-1704,trapezoid
triangle-3921,triangle
triangle-832,triangle
semi_circle-302,semi_circle
square-3902,square
square-3356,square
semi_circle-4358,semi_circle
pentagon-4266,pentagon
pentagon-4346,pentagon
semi_circle-736,semi_circle
pentagon-4647,pentagon
trapezoid-1836,trapezoid
triangle-1327,triangle
star-2024,star
octagon-3145,octagon
octagon-2231,octagon
star-3562,star
circle-91,circle
rectangle-925,rectangle
pentagon-2054,pentagon
star-1666,star
cross-338,cross
triangle-221,triangle
square-6251,square
heptagon-110,heptagon
rectangle-3295,rectangle
rectangle-157,rectangle
octagon-2112,octagon
star-2540,star
octagon-1148,octagon
octagon-4885,octagon
circle-794,circle
trapezoid-2633,trapezoid
square-2427,square
square-4608,square
cross-1821,cross
triangle-893,triangle
semi_circle-3210,semi_circle
star-2930,star
triangle-5,triangle
pentagon-753,pentagon
heptagon-1072,heptagon
trapezoid-2734,trapezoid
pentagon-4306,pentagon
semi_circle-3113,semi_circle
trapezoid-613,trapezoid
semi_circle-783,semi_circle
octagon-4276,octagon
square-897,square
circle-1370,circle
triangle-2646,triangle
circle-2106,circle
square-6024,square
semi_circle-3229,semi_circle
cross-225,cross
square-1097,square
star-3316,star
octagon-2475,octagon
star-465,star
rectangle-3297,rectangle
cross-878,cross
quarter_circle-480,quarter_circle
star-2186,star
star-2587,star
pentagon-2262,pentagon
triangle-3190,triangle
semi_circle-4627,semi_circle
heptagon-1577,heptagon
triangle-2334,triangle
trapezoid-3796,trapezoid
square-6228,square
rectangle-4518,rectangle
square-4115,square
triangle-3657,triangle
star-103,star
semi_circle-2859,semi_circle
circle-1351,circle
trapezoid-848,trapezoid
pentagon-3257,pentagon
triangle-1857,triangle
cross-200,cross
pentagon-3874,pentagon
rectangle-2079,rectangle
rectangle-2522,rectangle
pentagon-5128,pentagon
rectangle-561,rectangle
star-3459,star
trapezoid-1997,trapezoid
rectangle-627,rectangle
rectangle-4714,rectangle
triangle-1564,triangle
semi_circle-1726,semi_circle
semi_circle-4495,semi_circle
star-2188,star
semi_circle-2557,semi_circle
quarter_circle-18,quarter_circle
triangle-2093,triangle
semi_circle-1476,semi_circle
square-1379,square
circle-391,circle
trapezoid-2170,trapezoid
square-6424,square
rectangle-2576,rectangle
trapezoid-1723,trapezoid
triangle-3256,triangle
star-2095,star
semi_circle-2798,semi_circle
square-728,square
semi_circle-330,semi_circle
trapezoid-2375,trapezoid
pentagon-2036,pentagon
octagon-1921,octagon
square-365,square
hexagon-205,hexagon
rectangle-3176,rectangle
square-159,square
circle-866,circle
triangle-3812,triangle
rectangle-2607,rectangle
semi_circle-3465,semi_circle
square-4947,square
square-251,square
trapezoid-3093,trapezoid
rectangle-1120,rectangle
cross-1466,cross
octagon-3528,octagon
cross-41,cross
triangle-4201,triangle
rectangle-1185,rectangle
rectangle-5018,rectangle
square-1189,square
pentagon-1571,pentagon
octagon-2133,octagon
rectangle-3332,rectangle
octagon-3874,octagon
square-2543,square
circle-1072,circle
star-3467,star
rectangle-2968,rectangle
triangle-1787,triangle
quarter_circle-180,quarter_circle
semi_circle-1133,semi_circle
star-2980,star
rectangle-1284,rectangle
square-6455,square
cross-1066,cross
rectangle-747,rectangle
trapezoid-915,trapezoid
square-1298,square
star-2214,star
semi_circle-2088,semi_circle
star-2135,star
pentagon-346,pentagon
pentagon-1170,pentagon
triangle-1732,triangle
semi_circle-1662,semi_circle
semi_circle-3378,semi_circle
star-3845,star
octagon-1893,octagon
triangle-1838,triangle
semi_circle-4152,semi_circle
triangle-2215,triangle
trapezoid-2602,trapezoid
heptagon-503,heptagon
semi_circle-4372,semi_circle
circle-524,circle
octagon-4111,octagon
semi_circle-2365,semi_circle
cross-25,cross
star-2122,star
octagon-143,octagon
heptagon-1410,heptagon
trapezoid-605,trapezoid
star-837,star
quarter_circle-728,quarter_circle
trapezoid-3532,trapezoid
heptagon-63,heptagon
heptagon-501,heptagon
rectangle-2204,rectangle
cross-1158,cross
quarter_circle-524,quarter_circle
hexagon-1482,hexagon
star-1022,star
star-1885,star
star-1118,star
star-3364,star
quarter_circle-298,quarter_circle
star-2276,star
pentagon-487,pentagon
cross-1738,cross
star-1789,star
semi_circle-3026,semi_circle
star-1783,star
octagon-1986,octagon
triangle-3077,triangle
star-1212,star
rectangle-4280,rectangle
semi_circle-1138,semi_circle
pentagon-703,pentagon
octagon-3628,octagon
rectangle-605,rectangle
rectangle-3667,rectangle
cross-415,cross
pentagon-347,pentagon
semi_circle-491,semi_circle
rectangle-3045,rectangle
trapezoid-4078,trapezoid
star-2268,star
pentagon-2770,pentagon
semi_circle-4545,semi_circle
cross-2087,cross
rectangle-1837,rectangle
square-171,square
star-3590,star
cross-205,cross
star-1657,star
heptagon-725,heptagon
semi_circle-653,semi_circle
pentagon-3603,pentagon
semi_circle-2022,semi_circle
octagon-3682,octagon
trapezoid-633,trapezoid
circle-101,circle
star-538,star
pentagon-4848,pentagon
square-3040,square
heptagon-1144,heptagon
square-874,square
square-2839,square
square-3361,square
triangle-530,triangle
square-883,square
cross-1831,cross
square-5417,square
octagon-2123,octagon
pentagon-4716,pentagon
square-169,square
square-3031,square
semi_circle-4758,semi_circle
star-3244,star
semi_circle-4368,semi_circle
rectangle-3645,rectangle
semi_circle-4417,semi_circle
trapezoid-1857,trapezoid
octagon-1536,octagon
rectangle-3927,rectangle
square-2605,square
octagon-4520,octagon
circle-509,circle
octagon-980,octagon
star-447,star
rectangle-4229,rectangle
cross-1258,cross
square-117,square
semi_circle-95,semi_circle
heptagon-2,heptagon
pentagon-4939,pentagon
rectangle-1841,rectangle
rectangle-4667,rectangle
pentagon-2749,pentagon
hexagon-78,hexagon
rectangle-1273,rectangle
quarter_circle-590,quarter_circle
cross-1516,cross
semi_circle-3536,semi_circle
hexagon-531,hexagon
semi_circle-874,semi_circle
triangle-2666,triangle
circle-1443,circle
square-961,square
rectangle-2896,rectangle
cross-611,cross
octagon-2038,octagon
pentagon-4594,pentagon
semi_circle-4535,semi_circle
star-1457,star
triangle-4184,triangle
trapezoid-3703,trapezoid
trapezoid-4086,trapezoid
pentagon-320,pentagon
octagon-599,octagon
trapezoid-888,trapezoid
trapezoid-182,trapezoid
star-1139,star
star-1565,star
circle-1025,circle
star-2927,star
star-1244,star
rectangle-4111,rectangle
semi_circle-2215,semi_circle
pentagon-1100,pentagon
circle-1145,circle
square-6681,square
semi_circle-3309,semi_circle
octagon-4024,octagon
triangle-3983,triangle
square-5918,square
star-1557,star
pentagon-2741,pentagon
square-5823,square
hexagon-112,hexagon
heptagon-1260,heptagon
rectangle-339,rectangle
square-2649,square
triangle-2223,triangle
cross-1371,cross
octagon-1264,octagon
octagon-94,octagon
triangle-2736,triangle
octagon-2818,octagon
triangle-621,triangle
trapezoid-1036,trapezoid
trapezoid-3697,trapezoid
pentagon-979,pentagon
square-3063,square
circle-544,circle
octagon-3667,octagon
quarter_circle-779,quarter_circle
hexagon-1378,hexagon
rectangle-4889,rectangle
circle-468,circle
rectangle-473,rectangle
circle-999,circle
square-1003,square
hexagon-1169,hexagon
pentagon-1917,pentagon
pentagon-2165,pentagon
rectangle-1145,rectangle
pentagon-5045,pentagon
circle-1365,circle
circle-1821,circle
cross-607,cross
quarter_circle-751,quarter_circle
square-4168,square
circle-177,circle
octagon-2758,octagon
octagon-4085,octagon
pentagon-2398,pentagon
rectangle-2565,rectangle
heptagon-78,heptagon
square-2701,square
star-2410,star
pentagon-54,pentagon
trapezoid-3977,trapezoid
rectangle-2096,rectangle
quarter_circle-279,quarter_circle
circle-1455,circle
square-2998,square
semi_circle-3326,semi_circle
rectangle-315,rectangle
pentagon-3244,pentagon
trapezoid-538,trapezoid
triangle-145,triangle
square-1609,square
trapezoid-3968,trapezoid
cross-1359,cross
heptagon-1296,heptagon
square-5240,square
semi_circle-1949,semi_circle
triangle-855,triangle
pentagon-4633,pentagon
trapezoid-3391,trapezoid
star-961,star
pentagon-4194,pentagon
quarter_circle-817,quarter_circle
rectangle-3157,rectangle
trapezoid-2184,trapezoid
octagon-103,octagon
rectangle-4045,rectangle
octagon-3023,octagon
quarter_circle-761,quarter_circle
square-1248,square
trapezoid-2499,trapezoid
triangle-2531,triangle
cross-348,cross
hexagon-38,hexagon
star-1473,star
pentagon-3969,pentagon
hexagon-20,hexagon
hexagon-760,hexagon
circle-2133,circle
triangle-4348,triangle
rectangle-3913,rectangle
pentagon-2950,pentagon
square-1028,square
trapezoid-1754,trapezoid
rectangle-2048,rectangle
octagon-2334,octagon
triangle-864,triangle
star-980,star
semi_circle-3324,semi_circle
semi_circle-1343,semi_circle
square-6154,square
cross-375,cross
trapezoid-3503,trapezoid
pentagon-3236,pentagon
pentagon-1763,pentagon
square-3329,square
square-4656,square
octagon-4905,octagon
cross-707,cross
trapezoid-2412,trapezoid
octagon-2678,octagon
rectangle-2078,rectangle
semi_circle-2388,semi_circle
star-1994,star
cross-120,cross
star-2137,star
trapezoid-2333,trapezoid
circle-369,circle
semi_circle-3625,semi_circle
heptagon-681,heptagon
rectangle-2770,rectangle
triangle-113,triangle
semi_circle-2527,semi_circle
semi_circle-2101,semi_circle
rectangle-4433,rectangle
hexagon-509,hexagon
circle-122,circle
square-6730,square
pentagon-4206,pentagon
square-3448,square
semi_circle-407,semi_circle
trapezoid-3818,trapezoid
pentagon-4612,pentagon
semi_circle-1968,semi_circle
pentagon-2805,pentagon
square-4843,square
pentagon-2089,pentagon
pentagon-2794,pentagon
square-2709,square
octagon-2502,octagon
triangle-2031,triangle
semi_circle-3488,semi_circle
quarter_circle-314,quarter_circle
rectangle-774,rectangle
star-1551,star
octagon-485,octagon
triangle-4053,triangle
triangle-4317,triangle
pentagon-2436,pentagon
triangle-3867,triangle
triangle-1472,triangle
square-426,square
square-1504,square
square-6790,square
cross-1620,cross
cross-1866,cross
star-541,star
cross-1370,cross
octagon-2062,octagon
octagon-277,octagon
octagon-4818,octagon
rectangle-3914,rectangle
semi_circle-800,semi_circle
pentagon-2774,pentagon
pentagon-2830,pentagon
rectangle-1396,rectangle
rectangle-2405,rectangle
triangle-1796,triangle
octagon-4286,octagon
trapezoid-2271,trapezoid
pentagon-3397,pentagon
trapezoid-1165,trapezoid
semi_circle-2313,semi_circle
pentagon-1509,pentagon
semi_circle-1833,semi_circle
heptagon-723,heptagon
rectangle-2514,rectangle
rectangle-3455,rectangle
heptagon-596,heptagon
pentagon-1695,pentagon
square-199,square
heptagon-153,heptagon
circle-2004,circle
triangle-670,triangle
rectangle-393,rectangle
star-1083,star
pentagon-1553,pentagon
triangle-4063,triangle
pentagon-1872,pentagon
octagon-3484,octagon
circle-687,circle
pentagon-5131,pentagon
square-772,square
trapezoid-3496,trapezoid
octagon-2852,octagon
trapezoid-2838,trapezoid
square-3891,square
rectangle-3053,rectangle
heptagon-1334,heptagon
circle-1630,circle
square-2732,square
square-1785,square
octagon-2257,octagon
pentagon-2057,pentagon
octagon-3040,octagon
pentagon-1421,pentagon
star-2915,star
star-3239,star
octagon-183,octagon
cross-1311,cross
cross-1277,cross
star-3782,star
trapezoid-2936,trapezoid
rectangle-4207,rectangle
star-2032,star
triangle-215,triangle
octagon-2477,octagon
trapezoid-1444,trapezoid
hexagon-280,hexagon
square-642,square
semi_circle-4325,semi_circle
trapezoid-1207,trapezoid
hexagon-540,hexagon
octagon-3613,octagon
octagon-366,octagon
pentagon-1957,pentagon
square-4047,square
star-981,star
semi_circle-4192,semi_circle
triangle-1844,triangle
star-3292,star
quarter_circle-264,quarter_circle
circle-994,circle
octagon-2615,octagon
pentagon-2823,pentagon
quarter_circle-887,quarter_circle
square-4413,square
triangle-4329,triangle
pentagon-4119,pentagon
circle-2125,circle
pentagon-1824,pentagon
rectangle-2211,rectangle
star-3505,star
circle-1354,circle
octagon-1626,octagon
pentagon-3841,pentagon
octagon-3391,octagon
square-1232,square
triangle-2780,triangle
triangle-295,triangle
square-1322,square
rectangle-2882,rectangle
pentagon-2307,pentagon
star-593,star
cross-1226,cross
circle-1606,circle
circle-1002,circle
cross-1637,cross
hexagon-558,hexagon
circle-1950,circle
octagon-1290,octagon
octagon-4383,octagon
square-2935,square
octagon-3,octagon
triangle-325,triangle
pentagon-1959,pentagon
octagon-3671,octagon
star-480,star
pentagon-4523,pentagon
star-379,star
octagon-3678,octagon
quarter_circle-737,quarter_circle
pentagon-2591,pentagon
octagon-2961,octagon
star-2912,star
square-2586,square
trapezoid-3259,trapezoid
trapezoid-3432,trapezoid
heptagon-1325,heptagon
semi_circle-1274,semi_circle
semi_circle-4301,semi_circle
trapezoid-1634,trapezoid
trapezoid-853,trapezoid
semi_circle-4356,semi_circle
rectangle-724,rectangle
triangle-3625,triangle
pentagon-563,pentagon
trapezoid-3721,trapezoid
square-4487,square
octagon-3811,octagon
octagon-101,octagon
rectangle-4973,rectangle
octagon-310,octagon
semi_circle-4584,semi_circle
octagon-1967,octagon
square-3928,square
square-1521,square
trapezoid-4291,trapezoid
octagon-514,octagon
square-1027,square
cross-1538,cross
triangle-1176,triangle
rectangle-347,rectangle
pentagon-3346,pentagon
cross-208,cross
pentagon-2822,pentagon
trapezoid-711,trapezoid
star-2466,star
trapezoid-3253,trapezoid
star-1979,star
trapezoid-1515,trapezoid
star-3729,star
trapezoid-1965,trapezoid
trapezoid-4224,trapezoid
trapezoid-426,trapezoid
circle-1943,circle
pentagon-3058,pentagon
semi_circle-4830,semi_circle
octagon-4810,octagon
octagon-2805,octagon
square-4716,square
square-5969,square
square-2074,square
square-912,square
triangle-35,triangle
trapezoid-4531,trapezoid
rectangle-3220,rectangle
heptagon-787,heptagon
square-831,square
pentagon-5117,pentagon
octagon-4889,octagon
cross-1026,cross
octagon-161,octagon
cross-79,cross
semi_circle-3629,semi_circle
triangle-3563,triangle
rectangle-1150,rectangle
triangle-744,triangle
octagon-2760,octagon
triangle-1174,triangle
pentagon-4409,pentagon
circle-734,circle
pentagon-929,pentagon
pentagon-2884,pentagon
semi_circle-2794,semi_circle
star-3250,star
semi_circle-1353,semi_circle
pentagon-1473,pentagon
square-4248,square
triangle-1495,triangle
square-3058,square
rectangle-4534,rectangle
hexagon-1244,hexagon
pentagon-3826,pentagon
octagon-2368,octagon
rectangle-1265,rectangle
square-4373,square
trapezoid-514,trapezoid
rectangle-3992,rectangle
triangle-1643,triangle
rectangle-3924,rectangle
pentagon-3008,pentagon
circle-1257,circle
trapezoid-3406,trapezoid
cross-105,cross
square-1823,square
pentagon-568,pentagon
square-2441,square
triangle-1277,triangle
triangle-3142,triangle
triangle-1907,triangle
triangle-2672,triangle
octagon-4259,octagon
octagon-1018,octagon
semi_circle-1239,semi_circle
pentagon-2980,pentagon
trapezoid-3210,trapezoid
pentagon-4272,pentagon
cross-1993,cross
pentagon-4463,pentagon
trapezoid-2681,trapezoid
pentagon-1601,pentagon
square-361,square
pentagon-3501,pentagon
circle-1624,circle
square-3070,square
octagon-1614,octagon
pentagon-968,pentagon
circle-1087,circle
rectangle-3324,rectangle
star-714,star
circle-321,circle
semi_circle-1304,semi_circle
square-982,square
triangle-352,triangle
hexagon-60,hexagon
octagon-2532,octagon
semi_circle-981,semi_circle
trapezoid-402,trapezoid
heptagon-1175,heptagon
trapezoid-3989,trapezoid
semi_circle-1744,semi_circle
rectangle-321,rectangle
trapezoid-1168,trapezoid
triangle-2550,triangle
semi_circle-1484,semi_circle
circle-79,circle
star-1007,star
rectangle-4057,rectangle
square-5468,square
square-4711,square
octagon-304,octagon
star-417,star
rectangle-410,rectangle
circle-181,circle
square-5254,square
semi_circle-2485,semi_circle
circle-2148,circle
cross-627,cross
trapezoid-1538,trapezoid
quarter_circle-449,quarter_circle
rectangle-3556,rectangle
square-2345,square
octagon-1806,octagon
pentagon-148,pentagon
semi_circle-3435,semi_circle
square-6493,square
trapezoid-876,trapezoid
square-3901,square
square-3230,square
pentagon-2650,pentagon
hexagon-1000,hexagon
trapezoid-3201,trapezoid
quarter_circle-507,quarter_circle
triangle-262,triangle
rectangle-2222,rectangle
square-6612,square
pentagon-4674,pentagon
semi_circle-3060,semi_circle
rectangle-745,rectangle
rectangle-4752,rectangle
square-2992,square
heptagon-76,heptagon
square-6123,square
trapezoid-2168,trapezoid
semi_circle-953,semi_circle
pentagon-4360,pentagon
square-3238,square
semi_circle-2225,semi_circle
rectangle-4702,rectangle
heptagon-55,heptagon
pentagon-853,pentagon
trapezoid-2610,trapezoid
rectangle-2919,rectangle
circle-514,circle
octagon-3794,octagon
rectangle-2880,rectangle
square-4736,square
cross-719,cross
heptagon-863,heptagon
square-597,square
star-3494,star
trapezoid-1775,trapezoid
square-4196,square
triangle-3217,triangle
square-4520,square
pentagon-5098,pentagon
trapezoid-1542,trapezoid
trapezoid-3840,trapezoid
square-1301,square
star-3635,star
trapezoid-3536,trapezoid
cross-1659,cross
star-2150,star
rectangle-1165,rectangle
pentagon-3708,pentagon
trapezoid-4325,trapezoid
triangle-251,triangle
octagon-234,octagon
triangle-3423,triangle
star-2859,star
rectangle-4813,rectangle
octagon-3307,octagon
trapezoid-1540,trapezoid
circle-168,circle
star-2752,star
rectangle-3152,rectangle
square-967,square
pentagon-2773,pentagon
semi_circle-3849,semi_circle
star-2175,star
octagon-1606,octagon
triangle-515,triangle
semi_circle-2393,semi_circle
trapezoid-3441,trapezoid
semi_circle-3514,semi_circle
circle-1892,circle
octagon-1082,octagon
semi_circle-341,semi_circle
rectangle-3747,rectangle
circle-1286,circle
cross-616,cross
trapezoid-1101,trapezoid
semi_circle-2969,semi_circle
star-946,star
semi_circle-2520,semi_circle
semi_circle-2791,semi_circle
pentagon-5198,pentagon
square-4622,square
circle-731,circle
trapezoid-2918,trapezoid
pentagon-5159,pentagon
square-1735,square
square-133,square
star-3639,star
trapezoid-1859,trapezoid
octagon-1221,octagon
square-3525,square
star-2062,star
octagon-3349,octagon
pentagon-4589,pentagon
octagon-2254,octagon
cross-985,cross
pentagon-2944,pentagon
square-4302,square
heptagon-871,heptagon
cross-119,cross
semi_circle-2782,semi_circle
square-2749,square
square-4184,square
hexagon-274,hexagon
circle-504,circle
pentagon-1378,pentagon
star-1284,star
trapezoid-1605,trapezoid
square-2018,square
square-3203,square
triangle-2640,triangle
semi_circle-1842,semi_circle
square-2336,square
cross-528,cross
heptagon-1433,heptagon
star-2074,star
rectangle-3686,rectangle
semi_circle-3024,semi_circle
pentagon-2563,pentagon
square-2906,square
trapezoid-4551,trapezoid
rectangle-2544,rectangle
rectangle-4288,rectangle
semi_circle-4808,semi_circle
trapezoid-4187,trapezoid
pentagon-3015,pentagon
trapezoid-4292,trapezoid
semi_circle-177,semi_circle
quarter_circle-687,quarter_circle
square-5146,square
octagon-2256,octagon
trapezoid-2607,trapezoid
star-3047,star
circle-378,circle
semi_circle-2179,semi_circle
triangle-2833,triangle
rectangle-749,rectangle
quarter_circle-456,quarter_circle
trapezoid-390,trapezoid
star-3724,star
quarter_circle-108,quarter_circle
triangle-3266,triangle
square-4357,square
cross-1458,cross
octagon-3463,octagon
square-6350,square
octagon-2115,octagon
triangle-2247,triangle
octagon-2651,octagon
trapezoid-679,trapezoid
square-712,square
square-3957,square
trapezoid-802,trapezoid
triangle-3912,triangle
pentagon-4056,pentagon
pentagon-1082,pentagon
star-1568,star
trapezoid-723,trapezoid
quarter_circle-388,quarter_circle
octagon-2008,octagon
heptagon-1049,heptagon
triangle-1102,triangle
heptagon-412,heptagon
square-1354,square
square-4203,square
hexagon-654,hexagon
rectangle-3339,rectangle
semi_circle-1005,semi_circle
octagon-2790,octagon
quarter_circle-71,quarter_circle
rectangle-84,rectangle
triangle-2935,triangle
pentagon-1023,pentagon
triangle-2061,triangle
square-2085,square
octagon-1705,octagon
rectangle-3368,rectangle
pentagon-854,pentagon
pentagon-354,pentagon
octagon-3014,octagon
trapezoid-3239,trapezoid
square-4984,square
rectangle-4631,rectangle
semi_circle-1209,semi_circle
rectangle-789,rectangle
cross-1378,cross
triangle-82,triangle
semi_circle-4092,semi_circle
pentagon-5110,pentagon
star-2419,star
star-2283,star
rectangle-1101,rectangle
rectangle-2092,rectangle
semi_circle-497,semi_circle
semi_circle-4530,semi_circle
semi_circle-3054,semi_circle
square-2825,square
square-3758,square
trapezoid-868,trapezoid
rectangle-4353,rectangle
circle-1864,circle
pentagon-5218,pentagon
octagon-4384,octagon
semi_circle-1669,semi_circle
semi_circle-526,semi_circle
octagon-937,octagon
trapezoid-4005,trapezoid
square-3052,square
octagon-1988,octagon
star-3773,star
octagon-1454,octagon
square-1724,square
square-3570,square
square-2071,square
trapezoid-1135,trapezoid
rectangle-3778,rectangle
triangle-1891,triangle
pentagon-1707,pentagon
star-2063,star
quarter_circle-313,quarter_circle
rectangle-966,rectangle
square-2692,square
rectangle-4632,rectangle
square-1603,square
hexagon-599,hexagon
rectangle-557,rectangle
rectangle-2614,rectangle
triangle-2161,triangle
pentagon-5231,pentagon
pentagon-5146,pentagon
trapezoid-2844,trapezoid
